129,N/A
171,"Sit on your mat and have your legs out in front.

Inhale then exhale and place your hands on your thighs, pull your left leg in, then fold your right foot under your left leg.

Inhale and enhale twice.

Ensure your back is straight and your legs comfortable during the two breaths."
172,"On your mat lay on your back comfortably and inhale, as you exhale bring your arms to your side where you find comfort.

Inhale and wiggle you toes, as you exhhale roll your ankles and place you legs hip width apart in a comfortable position.

Relax your body and close your eyes."
173,"From a kneeling position, with your feet and knees together and your back straight, inhale.

Exhale and bend from the hips, leaning over the thighs to come with your belyy to rest on the legs.

Inhale and bring your arms to the front, stretch them out on front of your body."
174,"On your back on the yoga mat, lower back pressed into the mat, exhale and bring your left knee to your chest inhale holding your knee.

Lift your shoulders and head facing your knee with hands holding the shin exhale.

Pull belly towards the spine engaging the core."
175,"On your back on the yoga mat, lower back pressed into the mat, exhale and bring your right knee to your chest inhale holding your knee.

Lift your shoulders and head facing your knee with hands holding the shin exhale.

Pull belly towards the spine engaging the core."
176,"Stand straight and place your feet together.

Inhale and spread your toes and feel a strong foundation in your feet exhale .

Inhale and engage the thighs and core, feeling your pelvis tilt forward to correct alignment.

Exhale and pull the shoulderblases together dropping the arms to the side.

Palms forward, inhale and lift the chin, gaze forward and exhale."
177,"Inhale,Feet flat on the ground.

Body straight, exhale,  and elongate the spine without arching the lower back.

Inhale and raise arms from your side with open palms and reach the palms and fingers toward the sky, palms in.

Two breaths."
178,"From all fours, hands under shoulders, knees under hips, inhale, curl your toes under the foot and raise your knees.

Bring your back and arms into alignment and form a triangle exhale.

Feel the stretch through your legs and lower back."
179,"Inhale, from table top ( all fours on the earth ) drop the pelvis and lift the head to look forward, stretching the lower back.

Exhale and tuck the pelvis in, dropping the head and gaze inbetween your legs, stretching the upper back.

Inhale and back to cow."
180,"Feet together, raise arms so that palms are touching above the head.

Exhale and bend to the left, feeling a stretch through the side of the torso and breath, exhale then swap to the other side."
181,"From all fours, rise into the downward dog by lifting the knees and forming a triangle.

From this position bend the left knee and press the righ heel down to stretch, then alternate."
182,"Inhale and step forward with your left leg from mountain pose.

Hands on hips, exhale and lower the right knee to the ground, lift toes so top of right foot is on your mat.

Inhale and raise arms as if reaching for something above you.

Exhale and hold."
183,"Inhale and step forward with your right leg from mountain pose.

Hands on hips, exhale and lower the left knee to the ground, lift toes so top of right foot is on your mat.

Inhale and raise arms as if reaching for something above you.

Exhale and hold."
184,"From reverse corpse pose bring arms to shoulders with elbows pressed against the body.

Inhale and press the ground away lifting the head andd shoulders from the ground exhale as you are at half cobra ( elbow now start to straighten) and gaze forward, pushing the tops of your feet into the ground and arching your back.

Two breaths."
185,"Begin in easy pose lift your left arm to parallel with your shoulder.

Inhale and turn your head to look at your hand.

Moving your hand to behing you, flowwing with your gaze and torso as you exhale.

Inhale and place your left hand down on mat but keep your gaze to eye level behind you.

Exhale and bring the right hand to your left knee for comfort.

Two breaths."
186,"Begin in easy pose lift your right arm to parallel with your shoulder.

Inhale and turn your head to look at your hand.

Moving your hand to behing you, flowwing with your gaze and torso as you exhale.

Inhale and place your right hand down on mat but keep your gaze to eye level behind you.

Exhale and bring the left hand to your right knee for comfort.

Two breaths."
187,"Begin in mountain pose with hands by your side.

Move your feet to hip width apart.

Focus on a point in front and exhale while lifting your left leg to the inner of your right thigh.

Inhale and raise your arms to your side parallel with your shoulders.

Exhale and hold."
188,"Begin in mountain pose with hands by your side.

Move your feet to hip width apart.

Focus on a point in front and exhale while lifting your right leg to the inner of your left thigh.

Inhale and raise your arms to your side parallel with your shoulders.

Exhale and hold."
189,"Start from mountain pose with feet together and hands by your side palms forward.

Inhale and raise both arms, plams towards the sky, bringing your hand together above your head in prayer hands ( namaste hands) Exhale and bring hands down to in front of the heart.

Hold and breath."
190,"Start from mountain pose, and inhale stepping the left leg forward.

Place hands on hips and lean forward until your left knee is directly above your left ankle.

Exhale and straighten your arms, lifting your hands with straight arms to above your head, plams towards each other.

Take two breaths."
191,"Start from mountain pose, and inhale stepping the left leg forward.

Place hands on hips and lean forward until your left knee is directly above your left ankle.

Exhale and straighten your arms, lifting your hands with straight arms to above your head, plams towards each other.

Take two breaths."
192,"Start in reverse corpse pose on your front.

Inhale and curl your toes under, bringing your arms infront and interlacing the fingers, elbows against the torso.

 exhale and push up through your arms, raising your forehead and body on the mat by engaging your core and slowly raising with a straight line from ankles to tip of he head.

Hold this pose and inhale and exhale slowly.

AIming to hold for 45 seconds."
193,"Start in reverse corpse pose on your front.

Inhale and curl your toes under, bringing your palms nest to your shoulders and pressing your elbows agaisnt your torso.

Exhale and push up through your arms, engaging your core and slowly raising with a straight line from ankles to tip of he head.

Inhale and rock on yoour toes and ankles leaning forward and coming back to centre while breathing.

Aim for 45 seconds ."
194,"Start in mountain pose with feet together and arms by your side, palms forward.

Exhale and raise your palms to the ceiling and raise your arms, keeping them straight until they are raised reaching for the ceiling.

Exhale and lengthen the spine.

Keep your gaze forward."
195,"Starting in downward dog.

Keep toes or flat of right foot on the floor.

Exhale and lift the right foot off the floor, keeping the leg straight, lift until it is in a straight line with the spine.

Inhale, exhale, then release and return to full downwaard dog."
196,"Starting in downward dog.

Keep toes or flat of left foot on the floor.

Exhale and lift the left foot off the floor, keeping the leg straight, lift until it is in a straight line with the spine.

Inhale, exhale, then release and return to full downwaard dog."
197,"Stand in a wide stance facing the long end of the mat with arms out to your side parallel to your shoulders.

Palms down.

Inhale and ensure your feet are under your hands.

Exhale and turn your left leg so that your toes face the short end of he mat, and turn your right foot slightly in to face your centre mass.

Inhale and lower your tailbone while bending your left leg until your knee is over your ankle.

Exhale as you turn to look in the direction of your left leg lead and ensure your torso is over your hips.

Hold for 45 second and take slow breaths."
198,"Stand in a wide stance facing the long end of the mat with arms out to your side parallel to your shoulders.

Palms down.

Inhale and ensure your feet are under your hands.

Exhale and turn your right leg so that your toes face the short end of he mat, and turn your left foot slightly in to face your centre mass.

Inhale and lower your tailbone while bending your right leg until your knee is over your ankle.

Exhale as you turn to look in the direction of your right leg lead and ensure your torso is over your hips.

Hold for 45 second and take slow breaths."
